"Title","Date","Affiliations","Description","Response","Victims","Sponsor","Type","Category","Response_type","link","state_victim","state_cat","date_orig","Year"
"APT 40",2017-10-16,"Also known as TEMP.Periscope, Leviathan, and Mudcarp. Believed to be behind the compromise of Cambodia’s election organizations and the Target of universities' maritime military secrets.","This threat actor targets defense contractors, law firms, engineering firms, shipping companies, and government agencies with responsibilities or business in the maritime industry.",NA,"United States, The Philippines, Asia Pacific Economic Cooperation, Hong Kong","China","Espionage","Government","   ","   ",TRUE,"Super Power","2017-10-16",2017
"NotPetya",2017-07-01,"Possibly linked to the same threat actors who designed Black Energy","Threat actors deploy a tool, called NotPetya, with the purpose of encrypting data on victims' machines and rendering it unusable. The malware was spread through tax software that companies and individuals require for filing taxes in Ukraine. Australia, Estonia, Denmark, Lithuania, Ukraine, the United Kingdom, and the United States issued statements attributing NotPetya to Russian state-sponsored actors. In June 2018, the United States sanctioned Russian organizations believed to have assisted the Russian state-sponsored actors with the operation.","Denouncement   https://ssu.gov.ua/en/news/1/category/2/view/3660#.HyeD9NJ6.dpbs","Rosneft, WPP Plc., Maersk, Cie de Saint-Gobain, SNCF, Merck, Mondelez, Port of Rosario, Kyivenergo, The government of Ukraine","Russian Federation","Data destruction","Government","Denouncement ","https://ssu.gov.ua/en/news/1/category/2/view/3660#.HyeD9NJ6.dpbs  ",TRUE,"Super Power","2017-07-01",2017
"JadeRAT",2017-10-20,"Possibly linked to APT 30","This threat actor, using a tool called JadeRAT, targets the mobile phones of ethnic minorities in China, notably Uighurs, for the purpose of espionage.

 ",NA,"Ethnic minorities in China","China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2017-10-20",2017
"Bronze Butler",2017-10-12,"Also known as Tick and RedBaldKnight","This threat actor targets organizations in the critical infrastructure, heavy industry, manufacturing, and international relations sectors for espionage purposes.",NA,"Japan, Korea (Republic of), Russian Federation, China","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2017-10-12",2017
"Indictment of APT 3 threat actors",2017-11-27,NA,"The U.S. Department of Justice indicted three members of Boyusec, a China-based internet security firm, on charges including conspiring to commit computer fraud and abuse and conspiring to commit trade-secret theft. The victims included Moody’s Analytics, Siemens, and Trimble. Though not mentioned in the indictment, Boyusec is believed to work on behalf of China’s Ministry of State Security.","Denouncement   https://www.justice.gov/opa/pr/us-charges-three-chinese-hackers-who-work-internet-security-firm-hacking-three-corporations","Moody's Analytics, Siemens, Trimble","China","Espionage","Private sector","Denouncement ","https://www.justice.gov/opa/pr/us-charges-three-chinese-hackers-who-work-internet-security-firm-hacking-three-corporations  ",FALSE,"Super Power","2017-11-27",2017
"APT 10",2017-04-04,"Also known as Cloud Hopper, Red Apollo, CNVX, Stone Panda, MenuPass, and POTASSIUM. Believed to be a part of the Tianjin bureau of the Chinese Ministry of State Security.","This threat actor targets managed information technology service providers to access client information for espionage purposes. APT 10 has been active since at least 2009.",NA,"Japan, United States, United Kingdom, India, Canada, Brazil, South Africa, Australia, Thailand, South Korea, France, Switzerland, Sweden, Finland, Norway, New Zealand","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2017-04-04",2017
"Compromise of Kaspersky Labs",2017-10-10,"Believed to be the work of the same threat actors who used the Duqu 2.0 tool.","A threat actor, believed to be the Israeli government, compromised Kaspersky Labs, a Russia-based cybersecurity company. The compromise of Kaspersky allegedly led Israeli intelligence to tip off U.S. officials that a former contractor had classified data from the National Security Agency on his home computer.",NA,"Kaspersky Labs","Israel","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2017-10-10",2017
"APT 34",2017-12-07,"Possibly linked to OilRig","This threat actor targets organizations in the financial, energy, government, chemical, and telecommunications sectors in the Middle East for the purpose of espionage.",NA,"Middle East","Iran (Islamic Republic of)","Espionage","Government","   ","   ",TRUE,"Middle Power","2017-12-07",2017
"Longhorn",2017-04-10,"Also known as the Lamberts","This threat actor compromises governments, international organizations, academic institutions, and financial, telecommunications, energy, aerospace, information technology, and natural resource  industries for espionage purposes. Some of the tools used by this threat actor were released by Wikileaks under the name ""Vault 7.""",NA,"Global","United States","Espionage","Private sector","   ","   ",FALSE,"Super Power","2017-04-10",2017
"Phishing campaign against Montenegro",2017-06-06,"Believed to be the work of APT 28","A threat actor targeted officials from Montenegro for the purpose of espionage. The phishing campaign came during the country’s accession to NATO.",NA,"Montenegro","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2017-06-06",2017
"Compromise of a Danish Ministry of Defense e-mail service",2017-04-23,"Believed to be the work of APT 28","A threat actor compromised an email service maintained by the Danish Ministry of Defense, and is also believed to have compromised Ministry of Foreign Affairs networks.","Denouncement   https://fe-ddis.dk/cfcs/nyheder/arkiv/2017/Pages/Udenlandskaktoerspionerermoddanskemyndigheder.aspx","Denmark","Russian Federation","Espionage","Military","Denouncement ","https://fe-ddis.dk/cfcs/nyheder/arkiv/2017/Pages/Udenlandskaktoerspionerermoddanskemyndigheder.aspx  ",TRUE,"Super Power","2017-04-23",2017
"Targeting of French presidential candidate Emmanuel Macron's campaign",2017-04-26,"Believed to be the work of APT 28","A threat actor targeted the campaign of French presidential candidate Emmanuel Macron. The U.S. National Security Agency has confirmed that it believes Russia was responsible.",NA,"Emmanuel Macron's 2017 presidential election campaign","Russian Federation","Espionage","Civil society","   ","   ",TRUE,"Super Power","2017-04-26",2017
"Magic Hound",2017-02-15,"Also known as Cobalt Gypsy and possibly associated with Rocket Kitten","This threat actor targets entities in the government, energy, and technology sectors that are located in or do business with Saudi Arabia.",NA,"Saudi Arabia","Iran (Islamic Republic of)","Espionage","Government","   ","   ",TRUE,"Middle Power","2017-02-15",2017
"WhiteBear",2017-08-30,"Associated with Turla","This threat actor targets defense contractors and diplomatic institutions for the purpose of espionage.",NA,"United States, United Kingdom, Uzbekistan, South Korea","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2017-08-30",2017
"Compromise of the Italian Ministry of Foreign Affairs",2017-02-10,NA,"A threat actor compromised the Italian Ministry of Foreign Affairs’ computer networks.",NA,"Italy","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2017-02-10",2017
"Operation BugDrop",2017-02-17,NA,"This threat actor targets critical infrastructure entities in the oil and gas sector, primarily in Ukraine. The threat actors deploy the BugDrop malware to remotely access the microphones in their targets' computers to eavesdrop on conversations.",NA,"Ukraine, Russia, Saudi Arabia, Austria","Russian Federation","Espionage","Private sector","   ","   ",FALSE,"Super Power","2017-02-17",2017
"Targeting of employees of companies that operate U.S. nuclear power plants",2017-06-30,NA,"A threat actor targeted employees of companies that operate nuclear power plants in the United States, which prompted the Department of Homeland Security and the FBI to issue an alert to the industry. An administrative network of the Wolf Creek Nuclear Operating Corporation was compromised.",NA,"United States","Russian Federation","Espionage","Private sector","   ","   ",FALSE,"Super Power","2017-06-30",2017
"Attempted compromise of Norwegian government networks",2017-02-04,"Believed to be the work of the Dukes","A threat actor targeted the computer networks of the Norwegian government: the Ministry of Foreign Affairs, the army, a nuclear radiation protection agency, and a parliamentary group.","Denouncement   http://www.tv2.no/nyheter/8903847/","Norway","Russian Federation","Espionage","Government","Denouncement ","http://www.tv2.no/nyheter/8903847/  ",TRUE,"Super Power","2017-02-04",2017
"Compromise of Israeli Defense Force personnel",2017-02-16,NA,"A threat actor used a tool called ViperRAT to target Israeli Defense Force personnel and compromise devices running the Android operating system, allowing a remote actor to access the devices' video and audio capabilities as well as text message and location data.",NA,"Israel Defense Force",NA,"Espionage","Military","   ","   ",TRUE,"NA","2017-02-16",2017
"Mexico accused of targeting journalists and civil society groups",2017-06-19,NA,"A threat actor targets journalists, lawyers, and other civil society groups in Mexico using commercial malware, developed by the NSO Group, for the purpose of espionage.",NA,"Aristegui Noticias, Carlos Loret de Mola, Mexicans against Corruption and Impunity, Centro PRODH, Mexican Institute for Competitiveness","Mexico","Espionage","Civil society","   ","   ",TRUE,"Middle Power","2017-06-19",2017
